glottocode	genus	confidence
raji1239		
raji1240	Raji-Raute	initial
raut1240		
raut1239		
rawa1264		
sini1245		
clas1255		
lite1248		
midd1354		
ganc1239		
hakk1236	Chinese	initial
midd1344		
nort3155		
jiny1235		
mand1471		
daoh1239		
hezh1244		
mand1415	Chinese	initial
tang1373		
wutu1241		
zhon1236		
dung1253		
gang1272		
quji1234		
wuhu1234		
huiz1242		
wuch1236	Chinese	initial
xian1251		
yuep1234		
ping1245		
nort3268		
sout3250		
yuec1235	Chinese	initial
minn1248		
coas1318		
mind1253	Chinese	initial
minn1241	Chinese	initial
puxi1243		
inla1267		
minb1244		
minz1235		
oldc1244		
waxi1236		
unun9951		
namm1235		
siou1252	isolate	
cata1285		
cata1286	Catawban	initial
wocc1242		
core1249		
mand1446	Mandan	initial
miss1252		
crow1244	Missouri River Siouan	initial
hida1246	Missouri River Siouan	initial
miss1254		
dako1257		
nako1241		
assi1247		
ston1242	Mississippi Valley Siouan	initial
siou1253		
dako1258	Mississippi Valley Siouan	initial
lako1247	Mississippi Valley Siouan	initial
dheg1241		
omah1247	Mississippi Valley Siouan	initial
osag1244		
kans1243		
osag1243	Mississippi Valley Siouan	initial
quap1242		
winn1245		
hoch1243	Mississippi Valley Siouan	initial
iowa1245	Mississippi Valley Siouan	initial
ohio1234		
sout2988		
bilo1248	Ohio Valley Siouan	initial
ofoo1242		
tute1247	Ohio Valley Siouan	initial
sius1254	isolate	initial
skoo1245	isolate	
kris1246	Krisa	initial
skou1238		
lago1243		
boun1246		
unii1234		
wara1302	Warapu	initial
serr1253		
puar1240		
rawo1243		
rawo1244	Serra Hills	initial
womo1238	Serra Hills	initial
skou1239		
east2892		
leit1234		
west2992		
vani1248	Western Skou	initial
wutu1244		
nucl1634	Western Skou	initial
soma1242	isolate	
momi1242		
momu1241	Somahai	initial
song1307	isolate	
east2431		
humb1243		
koyr1242	Songhay	initial
tond1249		
zarm1240		
dend1243		
zarm1239	Songhay	initial
nort2822		
koyr1240	Songhay	initial
nort2823		
kora1291		
tada1238		
tagd1238		
tasa1240		
sout1293	isolate	
brun1235		
sout1439		
sout1516	isolate	
east1439		
kemb1251		
aran1237	South Bird's Head Proper	initial
kemb1235		
koko1265		
kabu1249		
kais1235		
pura1253		
sout2772	isolate	
murr1258	Murrinh-Patha	initial
nang1259	Ngankikurungkurr	initial
sout2845	isolate	
ahkk1235		
aari1238		
aari1239	South Omotic	initial
gayi1237		
hame1241		
hame1242	South Omotic	initial
karo1297		
dime1235	South Omotic	initial
sout2948	isolate	
buin1247		
buin1248		
tere1278	South Bougainville	initial
uisa1238		
siwa1245	South Bougainville	initial
nasi1247		
nasi1248		
sime1243		
avai1234		
sime1242		
sout3363		
cent2394		
naas1242	South Bougainville	initial
oung1239		
sout3364		
daan1235		
koro1313		
sibe1248		
spee1234	isolate	
atla1282		
agbi1234		
labi1244		
mede1238		
basq1267		
erro1240		
indo1335		
adur1234		
loma1235		
ngat1248		
scan1239		
tavr1235		
trav1236		
sebs1234		
trav1237		
tsot1242		
iris1254		
shel1236		
quec1390		
call1235		
zulu1249		
camt1236		
suar1238	isolate	
suki1244	isolate	
gogo1264		
ariw1234		
arii1243		
waru1267		
gogo1265	Gogodala	initial
suki1245	Suki	initial
sulk1246	isolate	initial
sume1241	isolate	
surm1244	isolate	
maja1242	Majang	initial
sout2836		
sout2837		
kweg1241	South Surmic	initial
past1248		
meen1242	South Surmic	initial
suri1266		
murs1242	South Surmic	initial
suri1267	South Surmic	initial
sout2838		
baal1234		
kaci1244	South Surmic	initial
ngaa1241		
didi1256		
didi1257		
didi1258	South Surmic	initial
nari1240		
murl1244	South Surmic	initial
tenn1246	South Surmic	initial
tabo1241	isolate	
taia1239	isolate	initial
taik1256	isolate	
hlai1238		
jiam1236		
nucl1241		
cunn1236		
hlai1239	Hlai	initial
kada1291		
east2365		
buya1244		
nort2744		
emab1235		
ennn1243		
lang1316		
yero1238		
qabi1235		
sout3143		
paha1254		
baha1256		
laha1250	Kadai	initial
west2798		
gaui1234		
gauu1234		
gela1265		
nort3188		
ahou1236		
aoua1234		
redg1235		
gela1264		
qaua1234	Kadai	initial
sout2749		
gree1278		
whit1267		
lach1247		
lach1248	Kadai	initial
whit1266		
kamt1241		
daic1238		
beic1239		
jizh1234		
ling1270		
ling1262		
qion1238		
daic1237		
cent2251		
deba1238		
minz1236		
nong1247		
nung1283	Kam-Tai	initial
yang1286		
wenm1239		
caol1238		
daiz1235		
sapa1255		
sout3184		
sout2743		
chia1264		
blac1269		
taid1247		
thai1259		
redt1235		
taid1249		
taim1254		
taid1248		
taip1250		
tayt1241		
whit1265		
padi1241		
taid1250		
tait1248		
kuan1246		
shan1276		
assa1264		
ahom1240		
assa1276		
kham1290		
kham1291		
moga1251		
assa1275		
aito1238		
phak1238		
tail1248		
nort2739		
luey1235		
luuu1242	Kam-Tai	initial
yong1277		
tain1252		
uncl1540		
turu1249		
sout2744		
shan1277	Kam-Tai	initial
wudi1241		
taih1246		
taiy1242		
yuan1245		
khun1259	Kam-Tai	initial
nort2740		
tayk1238		
sput1235		
laot1235		
laoo1244	Kam-Tai	initial
sako1234		
nort2741		
yoyy1238		
sout2746		
thai1261	Kam-Tai	initial
siam1241		
phua1239		
phut1244		
tays1238		
tayy1238		
tsun1242		
nort3326		
nort3180		
nort3189		
bouy1240	Kam-Tai	initial
guib1245	Kam-Tai	initial
hong1247		
liuq1235		
west3011		
cent2009		
east2363		
lian1261		
lian1252		
liuj1238		
unun9894		
eeee1240		
yeiz1235		
guib1244		
qiub1238		
youj1238		
yong1274		
yong1275		
yong1276		
zuoj1238		
saek1240	Kam-Tai	initial
kams1241		
mula1252		
kami1255		
lian1256		
naxi1247		
nort2734		
caom1238		
nort2735		
sout2741	Kam-Tai	initial
mula1253	Kam-Tai	initial
then1235		
maon1239		
maka1300		
aich1238		
makc1235		
maon1240		
chad1240		
maon1241		
suii1243	Kam-Tai	initial
tenn1245		
lakk1237		
biao1257		
biao1253		
daga1277		
yong1283		
lakk1238	Kadai	initial
take1257	isolate	initial
tall1235	isolate	
tama1329	isolate	
mara1396		
tama1330		
miis1236	Taman	initial
tama1368		
assa1269	Taman	initial
tama1331	Taman	initial
tamb1257	isolate	
tana1288	isolate	
tang1340	isolate	
lard1243	Tangkic	initial
sout2758		
gang1267	Tangkic	initial
kaya1318		
kaya1319	Tangkic	initial
nyan1300		
tara1323	isolate	
pure1242	Tarascan	initial
west2631		
taru1236	isolate	
taua1242	isolate	
taul1250	isolate	
buta1242		
taul1251	Taulil	initial
taus1253	isolate	initial
tebe1251	isolate	
dadi1250	Teberan	initial
folo1238	Teberan	initial
teme1251	isolate	
nucl1339	Temein	initial
tese1238		
tequ1244	isolate	
east2878		
lowl1260	Tequistlatecan	initial
tequ1245		
high1242	Tequistlatecan	initial
ticu1244	isolate	
juri1235		
ticu1245	Ticuna	initial
timo1237	isolate	initial
timo1261	isolate	
alor1249		
kola1286		
kula1280	Alor-Pantar	initial
sawi1258		
sawi1256		
wers1238	Alor-Pantar	initial
nucl1821		
alor1250		
abui1242		
abui1241	Alor-Pantar	initial
kama1365	Alor-Pantar	initial
kuii1253	Alor-Pantar	initial
kafo1240		
west2994		
adan1252		
adan1251	Alor-Pantar	initial
hama1240		
kabo1247		
kaer1235		
blag1241		
blag1240		
rett1240		
tere1277		
kaer1234		
kelo1247		
lamm1241		
pant1258		
nede1245		
teiw1236		
sarr1247		
teiw1235		
buna1278		
east2520		
fata1246		
fata1247		
oira1263		
maka1316	East Timor	initial
timu1245	isolate	initial
tini1245	isolate	
tiwi1244	isolate	initial
tonk1249	isolate	initial
toro1256	isolate	
orya1242	Tor-Orya	initial
tora1268		
beri1254	Tor-Orya	initial
coas1312		
beta1259		
beta1253		
vito1235		
bone1255		
dabe1239		
jofo1235		
kede1239		
kwin1242		
itik1240		
kwes1245		
mand1443		
mare1261		
toto1251	isolate	
tepe1243		
hueh1236	Totonacan	initial
pisa1237		
tlac1235	Totonacan	initial
toto1252		
cent1397		
filo1235		
lowl1271		
lowl1244		
coyu1235		
high1243	Totonacan	initial
papa1238	Totonacan	initial
nort3265		
coah1253		
neca1234		
tecp1235		
uppe1275		
xico1235	Totonacan	initial
west1511		
yecu1235	Totonacan	initial
touo1238	isolate	
trum1247	isolate	initial
tsim1258	isolate	
nish1242		
gitx1241	Tsimshianic	initial
nisg1240	Tsimshianic	initial
nucl1649	Tsimshianic	initial
tuca1253	isolate	
east2698		
east2702		
east2707		
bara1401		
tatu1247	Tucanoan	initial
waim1255	Tucanoan	initial
tuca1252	Tucanoan	initial
east2708		
pisa1246		
pisa1247		
cara1272	Tucanoan	initial
pisa1245		
tuyu1245		
tuyu1244	Tucanoan	initial
yuru1263	Tucanoan	initial
wana1272		
guan1269	Tucanoan	initial
pira1255		
arap1281		
arap1275		
miri1270		
pira1254	Tucanoan	initial
sout3144		
cure1236		
tani1257	Tucanoan	initial
yahu1241		
west2789		
cube1243		
cube1242	Tucanoan	initial
yupu1234		
jupu1235		
siri1280		
desa1247	Tucanoan	initial
siri1274	Tucanoan	initial
sout3006		
bara1380	Tucanoan	initial
macu1260	Tucanoan	initial
west2784		
kore1286		
kore1283	Tucanoan	initial
tama1340		
napo1243		
orej1242	Tucanoan	initial
sion1248		
seco1241	Tucanoan	initial
sion1249		
maca1261		
sion1247	Tucanoan	initial
tung1282	isolate	
manc1250		
jurc1239	Tungusic	initial
manc1251		
manc1252	Tungusic	initial
xibe1242		
nort3417		
cent2235		
kile1243		
oroc1249		
oroc1248	Tungusic	initial
udih1248	Tungusic	initial
nort3147		
even1259	Tungusic	initial
ewen1234		
arma1243		
even1260	Tungusic	initial
negi1246		
kuro1242		
negi1245	Tungusic	initial
oroq1238		
orok1264		
nana1257	Tungusic	initial
ulch1242		
orok1265	Tungusic	initial
ulch1241	Tungusic	initial
tuni1252	isolate	initial
tupi1275	isolate	
arik1263		
arik1264		
kari1311	Arikem	initial
kepk1241		
mawe1252		
awet1245		
awet1244		
tupi1276		
kama1373	Maweti-Guarani	initial
sout3271		
tupi1277		
ache1246	Maweti-Guarani	initial
tupi1282		
mbya1239		
para1319		
chir1286		
kaio1234		
kaiw1246	Maweti-Guarani	initial
pait1247		
para1311	Maweti-Guarani	initial
tupi1283		
chir1295		
east2555	Maweti-Guarani	initial
tapi1253	Maweti-Guarani	initial
west2640		
xeta1241		
tupi1278		
guar1292		
wara1305		
paus1244		
siri1279		
jora1240		
siri1273	Maweti-Guarani	initial
yuqu1240		
tupi1287		
nhen1239		
omag1247		
coca1259	Maweti-Guarani	initial
omag1248	Maweti-Guarani	initial
tupi1273	Maweti-Guarani	initial
subg1264		
araw1290		
aman1266		
anam1249		
araw1273		
xing1248		
tupi1279		
tapi1254		
tupi1284		
para1312		
suru1261		
toca1235	Maweti-Guarani	initial
tupi1285		
temb1276		
turi1247		
tupi1280		
kawa1292		
juma1249	Maweti-Guarani	initial
para1313		
tenh1241		
wira1264		
kawa1293		
amon1240		
amun1246		
urue1240		
apia1248		
kari1317		
kaya1329	Maweti-Guarani	initial
tupi1281		
guaj1258		
avac1239		
guaj1260		
aura1243		
guaj1256		
unun9936		
tacu1234		
urub1250	Maweti-Guarani	initial
waya1271		
waya1270	Maweti-Guarani	initial
zoee1241		
emer1243	Maweti-Guarani	initial
zoee1240		
sate1243		
mond1266		
gavi1250		
gavi1248		
arua1261		
cint1239		
gavi1246	Monde	initial
sala1273		
suru1262		
mund1329		
kuru1309		
mund1330	Munduruku	initial
puru1268		
puru1264		
rama1257		
karo1305	Ramarama	initial
urum1250		
tupa1251		
maku1278		
nucl1716		
akun1243		
akun1241		
saki1248	Tupari	initial
wayo1240		
tupa1250		
wayo1238		
yuru1262		
juru1256	Yuruna	initial
unun9935		
mari1442		
xipa1240		
tura1263	isolate	
rumu1243	Turama-Kikorian	initial
tura1264		
bari1298		
ikob1240		
mouw1234		
turk1311	isolate	
bolg1249		
bolg1250		
chuv1255	Turkic	initial
comm1245		
kipc1240		
kipc1239		
nort3424		
nort2696		
bash1267		
bash1264	Turkic	initial
tata1255	Turkic	initial
sibe1250		
west1472		
crim1256		
crim1259		
crim1257	Turkic	initial
krym1236	Turkic	initial
urum1249	Turkic	initial
kara1464	Turkic	initial
kauk1241		
kara1465	Turkic	initial
kumy1244	Turkic	initial
sout3396		
east2791		
kirg1245	Turkic	initial
sout2694	Turkic	initial
sout2701		
kara1467	Turkic	initial
kaza1248	Turkic	initial
noga1249	Turkic	initial
unun9944		
pech1242		
uygh1241		
chag1247		
uygh1240		
uigh1243		
ainu1251	Turkic	initial
ilit1241		
uigh1240	Turkic	initial
uzbe1247	Turkic	initial
nort2690	Turkic	initial
sout2699		
nort2688		
dolg1241	Turkic	initial
yaku1245	Turkic	initial
oghu1243		
nucl1769		
azer1255		
nort2697		
sout2697	Turkic	initial
east2334		
khor1269	Turkic	initial
turk1304	Turkic	initial
qash1240		
west2406		
balk1254		
gaga1249	Turkic	initial
nucl1301	Turkic	initial
sala1264	Turkic	initial
oldu1238		
sout2693		
nort3423		
chul1246	Turkic	initial
nort2686		
yeni1256		
saya1244		
kara1462	Turkic	initial
tuvi1240	Turkic	initial
yeni1251		
khak1248	Turkic	initial
shor1247	Turkic	initial
turk1303	Turkic	initial
west2402	Turkic	initial
tuuu1241	isolate	
huaa1247		
lowe1407		
taaa1242		
huaa1248	Tu	initial
xooo1239		
kwii1241		
east2867		
gane1238		
vaal1235		
xegw1238		
nuuu1241		
dans1240		
nngg1234		
xamm1241	Tu	initial
tuxa1239	isolate	
umbu1235	isolate	
unat1236	isolate	
apot1235		
araw1288		
agav1236		
agua1251		
mara1408		
araw1289		
hima1247		
arus1242		
atla1280		
dekk1240		
dung1254		
esum1241		
kaiv1238		
mala1471		
nshi1235		
ruma1250		
shuw1238		
tumi1238		
vono1238		
ware1252		
aust1312		
sors1239		
taya1256		
vill1242		
barb1268		
barb1242		
cari1285		
kara1475		
choc1284		
arma1244		
runa1235		
drav1252		
agar1251		
naga1399		
pard1245		
flec1235		
giyu1238		
gual1239		
hara1272		
indo1329		
bade1240		
isol1239		
iwai1249		
mana1248		
juma1248		
kwis1235		
lumb1237		
mang1435		
yugu1250		
mawa1236		
miar1236		
moks1249		
namb1301		
alap1235		
tawe1235		
yala1242		
yele1238		
palu1237		
pama1255		
wikk1239		
pank1235		
pano1260		
kont1246		
mayo1267		
papa1263		
pisa1244		
shin1267		
xipi1238		
rerb1235		
sent1241		
sors1241		
toro1259		
ware1254		
trem1235		
truk1242		
tupi1286		
more1262		
tuku1240		
umbu1259		
ngur1260		
wako1235		
wasu1238		
weyt1237		
worr1238		
gulu1236		
yama1265		
uncl1493	isolate	
ambe1246		
amot1239		
anci1248		
arac1235		
aran1265		
baen1237		
bagu1249		
bazi1237		
bida1238		
cabi1242		
calc1235		
calu1239		
camu1235		
cara1245		
catu1242		
chac1253		
chho1235		
coli1235		
conc1237		
copa1238		
cuev1238		
cusa1237		
dama1262		
dege1245		
dima1246		
elym1237		
envu1234		
erie1238		
eteo1236		
eteo1240		
fayj1234		
gail1235		
game1240		
guac1240		
guai1246		
guti1235		
hait1241		
hamb1239		
hoxa1234		
idab1234		
illy1234		
imba1237		
jeni1237		
kaim1235		
kain1277		
kake1234		
kamb1239		
kant1247		
kapi1248		
kara1506		
kari1255	Kariri	initial
kass1244		
kata1268		
kogu1234		
komt1237		
lemn1237		
mali1242		
mang1364		
mang1422		
mara1417		
mehe1242		
mino1236		
monq1236		
muel1234		
muzo1235		
naol1234		
natu1248		
neut1237		
nort1401		
numi1241		
okwa1236		
paca1243		
paek1234		
pamu1240		
panc1242		
panz1235		
past1243		
pata1255		
paya1237		
peri1250		
pict1238		
pija1235		
pita1243		
pola1249		
poya1239		
puru1267		
quep1238		
quer1237		
quig1235		
quil1251		
quin1236		
quin1252		
raet1238		
saca1239		
sanf1266		
sans1265		
sere1258		
sica1234		
sicu1234		
sill1240		
sout2466		
taba1269		
tait1247		
tanp1235		
tapa1261		
tara1303		
tart1237		
temb1278		
trav1235		
uamu1236		
unai1234		
uruc1243		
urup1235		
vazi1234		
waka1282		
wavu1234		
wenr1236		
xion1234		
xoco1235		
yana1258		
ural1272	isolate	
finn1317		
coas1319		
livv1244	Finnic	initial
neva1234		
cent2329		
esto1258	Finnic	initial
voti1245	Finnic	initial
nort3282		
lado1234		
east2796		
livv1243		
ludi1246		
veps1250	Finnic	initial
ingr1248	Finnic	initial
kare1335	Finnic	initial
nucl1717		
finn1318	Finnic	initial
kven1236		
torn1244		
sout2679		
hung1287		
hung1274	Ugric	initial
oldh1242		
khan1279		
east2774		
fare1244		
surg1248		
nort3264		
khan1273	Ugric	initial
obdo1234		
sout3226		
mans1269		
nort3271		
cent2322		
mans1258	Ugric	initial
sout3253		
mari1278		
east2328	Mari	initial
west2392	Mari	initial
mord1256		
erzy1239	Mordvin	initial
moks1248	Mordvin	initial
perm1256		
komi1267		
komi1268	Permic	initial
komi1269	Permic	initial
komi1277		
udmu1245	Permic	initial
saam1281		
east2324		
main1280		
akka1237		
inar1241		
kemi1239		
skol1241		
peni1240		
kild1236	Saami	initial
ters1235		
west2390		
cent2240		
lule1256		
lule1254		
pite1240		
nort2671	Saami	initial
sout3150		
sout2674	Saami	initial
umes1235		
samo1298		
enet1251		
enet1250	Samoyedic	initial
fore1265		
tund1254		
nene1251	Samoyedic	initial
fore1274		
nene1249	Samoyedic	initial
kama1376		
kama1351	Samoyedic	initial
selk1253	Samoyedic	initial
mato1250		
ngan1291	Samoyedic	initial
urar1246	isolate	initial
uruc1242	isolate	
chip1262	Uru-Chipaya	initial
uruu1244	Uru-Chipaya	initial
usku1243	isolate	
utoa1244	isolate	
nort2953		
cali1246		
cupa1239		
cahu1263		
cahu1264	Northern Uto-Aztecan	initial
cupe1243	Northern Uto-Aztecan	initial
luis1253	Northern Uto-Aztecan	initial
unun9949		
isla1277		
serr1254		
serr1255	Northern Uto-Aztecan	initial
tong1329		
tuba1278	Northern Uto-Aztecan	initial
hopi1249	Northern Uto-Aztecan	initial
numi1242		
cent2130		
coma1245	Northern Uto-Aztecan	initial
pana1305	Northern Uto-Aztecan	initial
shos1248	Northern Uto-Aztecan	initial
sout2968		
kawa1283	Northern Uto-Aztecan	initial
utes1238		
west2621		
mono1275	Northern Uto-Aztecan	initial
nort2954	Northern Uto-Aztecan	initial
unun9948		
omom1235		
sout3136		
cahi1243		
mayo1264	Cahita	initial
yaqu1251	Cahita	initial
cora1261		
azte1234		
east2720		
cent2133		
huas1257	Aztecan	initial
cent2134		
east2538		
west2624		
isth1246		
isth1245		
isth1240		
isth1241	Aztecan	initial
isth1242	Aztecan	initial
taba1265		
pipi1250	Aztecan	initial
omet1237		
oriz1235		
sier1253		
high1278	Aztecan	initial
huax1236		
sier1248		
poch1244	Aztecan	initial
west2809		
cent2258		
clas1250		
more1259	Aztecan	initial
nort2957	Aztecan	initial
past1250		
guer1241	Aztecan	initial
sant1423		
tete1251	Aztecan	initial
tlax1234		
cent2132	Aztecan	initial
sout3390		
nort2958		
sout2973		
zaca1241		
west2814		
nort3202		
coat1240		
tlam1239		
tema1239		
west2825		
dura1246		
east2695		
west2778		
mich1245	Aztecan	initial
cora1259		
cora1260		
elna1235	Corachol	initial
sant1424		
huic1243	Corachol	initial
opat1247		
eude1234	Opata-Eudeve	initial
opat1246		
tara1326		
huar1255	Tarahumaran	initial
tara1321		
cent2131	Tarahumaran	initial
lowl1265	Tarahumaran	initial
sout2972		
uncl1537		
nort2956		
sout2971		
tepi1240		
pima1249		
pima1248	Tepiman	initial
toho1245	Tepiman	initial
tepe1281		
nort2959	Tepiman	initial
sout2975		
sout2976	Tepiman	initial
sout2977		
tepe1278	Tepiman	initial
tuba1279	Tubar	initial
unun9947		
coca1262		
jova1234		
vile1241	isolate	
wadj1254	isolate	initial
wage1238	isolate	initial
waka1280	isolate	
nort2964		
hais1244	Northern Wakashan	initial
kwak1268		
heil1246	Northern Wakashan	initial
kwak1269	Northern Wakashan	initial
sout2981		
maka1326		
diti1235	Southern Wakashan	initial
maka1318	Southern Wakashan	initial
nuuc1236	Southern Wakashan	initial
wali1264	isolate	
pais1239		
nucl1453		
peii1238		
tuwa1242		
yawi1238		
waor1240	isolate	initial
wara1303	isolate	initial
wash1253	isolate	initial
west1493	isolate	
sege1236		
moii1235		
sege1235		
sout1499		
kala1256		
mora1239		
tehi1237	West Bird's Head	initial
west1503	isolate	
port1278		
west2205		
nort3415		
sout3391		
west2434	isolate	
brin1245		
mari1417		
mari1418		
mari1419	Bringen	initial
mart1254		
mari1420		
mari1421		
mari1422		
mari1423		
mari1424	Bringen	initial
marr1256		
waga1259		
amem1235		
amii1238	Wagaydy	initial
mand1416		
mara1386	Wagaydy	initial
west2604	isolate	
kara1499		
nucl1641		
baha1258	West Bomberai	initial
ihaa1241	West Bomberai	initial
wint1258	isolate	
patw1250	Wintuan	initial
wint1259	Wintuan	initial
wiru1244	isolate	
worr1236	isolate	
ngar1284	Worrorran	initial
nort2751		
forr1234		
gamb1251		
kwin1241	Worrorran	initial
miwa1242		
wila1240		
wuna1249		
west2435		
umii1235		
ungg1243		
winj1235		
worr1237		
xinc1237	isolate	
xinc1244		
xinc1242		
xink1235		
xinc1246		
yupi1268		
xinc1243		
xinc1245		
xuku1239	isolate	
yale1246	isolate	initial
yama1264	isolate	initial
yana1271	isolate	initial
yang1287	isolate	
dago1245		
ward1246	Yangmanic	initial
yang1288		
yano1268	isolate	
nina1239		
nina1238	Yanomam	initial
yano1266		
yano1267		
yano1261		
yano1262	Yanomam	initial
yaro1235		
sanu1240	Yanomam	initial
uncl1519		
yano1269		
yare1250	isolate	
dori1247		
anem1248		
moik1239		
yare1251		
bari1290		
nawa1258		
yare1248	Yareban	initial
yawa1259	isolate	
nucl1454	Yawa	initial
sawe1240		
yele1255	isolate	initial
yeni1252	isolate	
nort2746		
kett1243	Yeniseian	initial
yugh1239	Yeniseian	initial
sout2751		
arin1242		
arin1243		
pump1237		
kott1239	Yeniseian	initial
yera1243	isolate	
yetf1238	isolate	
yoku1255	isolate	
gene1243		
buen1244		
nimy1236		
tule1245		
yoku1256	Yokuts	initial
pale1254		
yuat1252	isolate	
chan1319		
mekm1240		
miya1267		
bunm1234		
biwa1243		
