glottocode	genus	confidence
yadh1238		
angg1238		
yadh1237		
wuth1237		
leni1237		
alng1239		
leni1238	Northern Pama-Nyungan	initial
mbiy1238		
mpal1237		
ngko1236		
yinw1236		
sout3141		
coas1313		
dhaw1234		
gugu1254		
koko1272		
yiry1245		
uppe1456		
kuuk1243		
thay1249	Northern Pama-Nyungan	initial
rock1234		
baya1257		
dhar1248	Northern Pama-Nyungan	initial
sout3134		
kart1249		
kart1250		
badi1246	Western Pama-Nyungan	initial
malg1242		
waja1257	Western Pama-Nyungan	initial
nhan1238	Western Pama-Nyungan	initial
mirn1243		
kala1379		
kala1401		
ngad1258	Western Pama-Nyungan	initial
nyun1247	Western Pama-Nyungan	initial
pilb1234		
kany1246		
bayu1240	Western Pama-Nyungan	initial
pini1244		
thal1243		
burd1238		
dhal1245	Western Pama-Nyungan	initial
mant1266		
djiw1240		
djiw1241		
thii1234		
wari1270		
dhar1247	Western Pama-Nyungan	initial
wari1262		
ngay1241		
cent2248		
mart1255	Western Pama-Nyungan	initial
ngar1293		
kari1304	Western Pama-Nyungan	initial
ngar1287	Western Pama-Nyungan	initial
nija1241	Western Pama-Nyungan	initial
pany1247		
pany1241	Western Pama-Nyungan	initial
yinh1234		
tjur1240		
yind1249		
kurr1243		
yind1247	Western Pama-Nyungan	initial
nhuw1239		
nort3178		
ngar1296	Western Pama-Nyungan	initial
nyam1271	Western Pama-Nyungan	initial
ying1247	Western Pama-Nyungan	initial
sout3135		
news1235		
band1357		
band1339	Southeastern Pama-Nyungan	initial
coas1320		
lowe1444		
twee1234		
inla1268		
cond1242	Southeastern Pama-Nyungan	initial
midd1357		
guwa1244		
pimp1234		
muru1265		
barr1252		
muru1266	Southeastern Pama-Nyungan	initial
yuin1243		
kuri1270		
hunt1235		
awab1243		
wori1245		
sydn1235		
hawk1239		
sydn1236		
yuin1242		
nort2760		
nort2761		
dhur1239	Southeastern Pama-Nyungan	initial
thur1254	Southeastern Pama-Nyungan	initial
sout2770		
sout2771		
nort3154		
gumb1242		
kumb1268	Southeastern Pama-Nyungan	initial
yayg1236	Southeastern Pama-Nyungan	initial
waka1283		
east2717		
gure1255	Southeastern Pama-Nyungan	initial
kabi1260		
west2808		
waka1274	Southeastern Pama-Nyungan	initial
wuli1242		
vict1234		
east2706		
dhud1237		
dhud1236		
pall1243		
yort1237	Southeastern Pama-Nyungan	initial
kuli1256		
kuli1251		
cola1237	Southeastern Pama-Nyungan	initial
nucl1335		
wath1238	Southeastern Pama-Nyungan	initial
west2443	Southeastern Pama-Nyungan	initial
woiw1237	Southeastern Pama-Nyungan	initial
warr1256		
bung1264		
warr1257	Southeastern Pama-Nyungan	initial
lowe1401		
lowe1402		
uppe1415		
yara1253		
lowe1403		
narr1259	Southeastern Pama-Nyungan	initial
nort2756		
wira1261		
gami1243	Southeastern Pama-Nyungan	initial
wang1291	Southeastern Pama-Nyungan	initial
wira1262		
unun9964		
gugu1256		
warr1255	Northern Pama-Nyungan	initial
yarl1237		
darl1243	Central Pama-Nyungan	initial
yarl1236		
yimi1234		
gugu1255	Northern Pama-Nyungan	initial
yala1261		
djan1238		
kuku1273	Northern Pama-Nyungan	initial
mulu1243		
yidi1249		
dyaa1242	Northern Pama-Nyungan	initial
yidi1250	Northern Pama-Nyungan	initial
yuul1239		
sout3142		
rita1239	Western Pama-Nyungan	initial
sout3149		
dayi1244		
dhan1270	Western Pama-Nyungan	initial
dhuw1248		
east2378		
djam1256	Western Pama-Nyungan	initial
gupa1247	Western Pama-Nyungan	initial
west2439		
dhuw1249	Western Pama-Nyungan	initial
guma1253	Western Pama-Nyungan	initial
west2440		
djin1252		
djin1253	Western Pama-Nyungan	initial
yann1237		
pank1250	isolate	
pano1259	isolate	
pano1256		
main1279		
cash1251	Panoan	initial
kaxa1239		
pano1257		
boli1261		
chac1251	Panoan	initial
kari1312	Panoan	initial
paca1246		
unun9985		
chir1294		
cash1253		
cham1314		
pano1255		
sens1242		
ship1253		
capa1241	Panoan	initial
ship1254	Panoan	initial
head1239		
amah1246	Panoan	initial
cash1254	Panoan	initial
remo1248		
yami1255		
shan1283		
shar1245	Panoan	initial
yami1256	Panoan	initial
yawa1260		
yora1241		
madr1238		
araz1236		
atsa1242		
maru1251		
maru1252		
pano1254		
poya1240		
isco1239		
nawa1239		
nuku1263		
poya1241		
remo1249		
remo1250		
tuxi1238		
mayo1277		
mayo1269		
mati1254		
mati1255	Panoan	initial
mayo1270		
mayo1271		
mats1243		
demu1235		
koru1247		
kuli1255		
mats1244	Panoan	initial
mayo1272		
taca1255		
cavi1250	Tacanan	initial
taka1267		
esee1248	Tacanan	initial
taka1268		
arao1247		
arao1248	Tacanan	initial
toro1255		
reye1240		
taca1256	Tacanan	initial
unun9984		
mabe1235		
papi1255	isolate	
pauw1244	isolate	
east2530		
emum1240		
kark1258	Eastern Pauwasi	initial
yafi1240		
west2611		
dubu1240		
towe1240		
pawa1255	isolate	initial
paya1236	isolate	
peba1241	isolate	
peba1242		
peba1243		
yame1242		
yagu1244	Peba-Yaguan	initial
pele1245	isolate	
piaw1238	isolate	
haru1245	Piawi	initial
pina1252		
pidg1258	isolate	
arab1397		
earl1245		
jord1239		
pidg1248		
pidg1252		
roma1333		
turk1244		
assa1271		
nefa1235		
basq1268		
basq1252		
boba1251		
pidg1259		
chin1492		
pidg1254		
choc1282		
mobi1236		
delw1234		
pidg1246		
dutc1258		
hott1234		
duvl1243		
duvl1238		
enga1255		
araf1245		
engl1287		
amer1255		
boni1239		
butl1235		
chin1253		
libe1240		
news1234		
papu1254		
quee1234		
samo1307		
solo1261		
sout3227		
eski1267		
eski1266		
west2864		
ewon1242		
ewon1240		
fiji1244		
pidg1237		
fren1279		
baux1234		
bell1264		
buru1323		
fran1267		
newc1245		
slav1256		
brok1250		
jarg1234		
tayb1240		
gali1266		
joek1234		
pidg1256		
germ1289		
kiau1234		
ww2p1234		
hama1242		
pidg1260		
haus1258		
bari1241		
giba1240		
hawa1248		
pidg1249		
hind1272		
pidg1251		
icel1249		
icel1248		
ihab1242		
ihab1241		
japa1257		
yoko1234		
kaur1273		
pidg1255		
mala1547		
broo1238		
mana1302		
kwom1264		
meke1244		
imun1234		
ioit1234		
mini1258		
tola1236		
motu1248		
hiri1235		
hiri1236		
hiri1237		
ngar1294		
pidg1247		
onin1246		
onin1237		
otta1243		
brok1252		
port1294		
maca1264		
roma1335		
ling1242		
russ1269		
kjac1234	Creoles and Pidgins	initial
russ1267		
taim1252		
sepi1259		
haun1238		
span1268		
pana1311		
roqu1234		
swah1255		
kika1240		
upco1238		
kisi1251		
sett1235		
swed1256		
borg1236		
tahi1243		
mari1446		
tepa1234		
tobi1240		
hora1238		
trio1239		
ndyu1241		
tuka1250		
pidg1257		
yima1247		
yima1235		
yima1244		
yima1245		
yima1246		
zulu1250		
fana1235		
pira1253	isolate	initial
pomo1273	isolate	
nort2967		
russ1265		
east2545	Pomoan	initial
russ1266		
nort2965		
cent2138	Pomoan	initial
nort2966	Pomoan	initial
sout2983		
kash1280	Pomoan	initial
sout2984		
sout2982	Pomoan	initial
puel1244	isolate	initial
puin1248	isolate	initial
pume1238	isolate	initial
puqu1242	isolate	initial
pura1257	isolate	
puri1261	isolate	
coro1249		
puri1262		
pyuu1245	isolate	
quec1387	isolate	
caja1240		
caja1238	Quechuan	initial
lamb1276		
clas1251		
colo1257		
ecua1248		
cald1236		
chim1302	Quechuan	initial
sala1272		
ecua1249		
cana1262		
imba1241		
colo1258		
inga1252	Quechuan	initial
orie1242		
napo1242		
past1249		
nort2973		
sout2990		
tena1240		
imba1240	Quechuan	initial
loja1235		
quec1386		
cent2141		
apam1237		
caja1239		
chiq1249	Quechuan	initial
hual1241	Quechuan	initial
pana1312		
marg1254		
pana1306		
huay1239		
conc1245		
nort2979		
sout2992		
coro1255		
coro1247		
sihu1235		
huam1248		
huay1240		
jauj1237		
huay1241		
jauj1238		
yaru1256		
ambo1252		
nort2980	Quechuan	initial
yana1272		
huan1255		
chin1483		
yauy1235		
paca1245		
quec1389		
ayac1238		
areq1237		
ayac1239	Quechuan	initial
boli1262	Quechuan	initial
nort2976		
sout3406		
sant1432		
sout2991	Quechuan	initial
cusc1235		
cusc1236	Quechuan	initial
east2551		
puno1238		
sanm1306		
chac1250		
sanm1289		
rama1271	isolate	
ramu1234	isolate	
agoa1234		
abuu1241		
goro1261		
aian1241		
aiom1240		
anor1241		
bana1292		
goam1234		
tamo1242		
akru1241		
brer1241		
brer1240		
romk1240		
inap1241		
unun9900		
igan1243		
komi1271		
tang1354		
anda1284		
tang1356		
tang1375		
kang1291		
tang1355		
lowe1439		
kire1239		
kire1240	Ruboni	initial
mika1254		
arua1260	Ruboni	initial
sepe1240		
wagg1235		
bore1247		
bosn1247		
awar1249		
bosn1248		
wata1252		
kaia1245	Lower Ramu	initial
wata1253	Lower Ramu	initial
raoo1244	Rao	initial
rash1249	isolate	
tago1246		
tega1236	Rashad	initial
saha1239	isolate	
nezp1238	Sahaptian	initial
saha1240		
nort1527		
wall1238		
yaki1237	Sahaptian	initial
sout1502		
teni1238		
umat1237	Sahaptian	initial
saha1256	isolate	
east2432		
bert1249		
zagh1240	Eastern Saharan	initial
west2505		
kanu1279		
kane1244		
kane1243	Western Saharan	initial
tarj1235		
tuma1248		
kanu1281		
cent2050	Western Saharan	initial
east2718		
bilm1238		
mang1399		
tebu1238	Western Saharan	initial
daza1242		
teda1241		
sali1253	isolate	initial
sali1255	isolate	
bell1243	Bella Coola	initial
coas1325		
cent2129		
lush1251		
lush1252	Central Salish	initial
sout2965	Central Salish	initial
nort3421		
como1259	Central Salish	initial
pent1242		
sech1246		
sout3394		
halk1245	Central Salish	initial
nook1247		
squa1248	Central Salish	initial
stra1246		
clal1241	Central Salish	initial
stra1244	Central Salish	initial
twan1247	Central Salish	initial
till1254	Tillamook	initial
tsam1241		
coas1311		
lowe1427		
quin1251		
inla1265		
cowl1242		
uppe1439	Tsamosan	initial
inte1241		
nort2948		
lill1248	Interior Salish	initial
thom1244		
shus1248	Interior Salish	initial
thom1243	Interior Salish	initial
sout1559		
coeu1236	Interior Salish	initial
colu1241	Interior Salish	initial
okan1244		
kali1307		
kali1308	Interior Salish	initial
spok1245	Interior Salish	initial
okan1243	Interior Salish	initial
sali1297	isolate	
maco1238		
maco1239		
piar1243	Maco-Piaroa	initial
sali1298	Sáliba	initial
sand1273	isolate	initial
sape1238	isolate	
saus1247	isolate	
savo1255	isolate	initial
sech1236	isolate	
sena1264	isolate	
ango1254	Senagi	initial
dera1245	Senagi	initial
sent1261	isolate	
demt1241		
nucl1631		
sent1262		
nafr1241		
nucl1632	Sentanic	initial
tabl1243	Sentanic	initial
sepi1257	isolate	
abau1245	Abau	initial
amal1242		
iwam1259		
iwam1260		
iwam1256	Iwamic	initial
sepi1255		
woga1248		
chen1259		
woga1249	Wogamusin-Chenapian	initial
nuku1256		
kwan1286		
kwan1278		
mend1268		
kwom1262	Nukuma	initial
ramm1241		
awtu1239	Ram	initial
pouy1239		
kara1495		
pouy1238		
sepi1256		
mayo1278		
yess1239	Tama Sepik	initial
yimi1235		
ayip1235		
kalo1262		
pasi1259		
mehe1244		
mehe1243	Tama Sepik	initial
pahi1246		
sepi1258		
cent2234		
bahi1255		
bahi1254	Sepik Hill	initial
beri1253		
nigi1241		
wagu1234		
nucl1586		
bisi1244		
kapr1244		
kapr1245	Sepik Hill	initial
wata1251		
mari1432		
suma1269		
east2496		
alam1246	Sepik Hill	initial
kani1285		
west2576		
hewa1240		
hewa1241		
niks1238		
piam1243		
sani1270		
yell1247		
akkk1240		
awun1245		
nami1256	Yellow River	initial
seri1257	isolate	initial
shab1252	isolate	initial
shas1238	isolate	
kono1241		
nucl1814		
okwa1235		
shas1239	Shasta	initial
uncl1531		
newr1237		
shom1245	isolate	initial
siam1242	isolate	initial
sign1238	isolate	
auxi1235		
arme1259		
aust1253		
mona1241		
plai1235	Sign Languages	initial
deaf1237		
afgh1239		
alba1271		
arab1398		
egyp1238		
kuwa1252		
leva1240		
iraq1246		
jord1238	Sign Languages	initial
liby1235		
saud1238		
yeme1237		
arge1236	Sign Languages	initial
bama1249		
bsli1234		
banz1243		
aust1310		
aust1271	Sign Languages	initial
papu1255		
brit1235	Sign Languages	initial
newz1236	Sign Languages	initial
mari1381		
sout3228		
leso1234		
nami1249		
sout1404		
camb1244		
chil1284		
chil1264		
para1321		
para1318		
urug1238		
csli1234		
haho1238		
hano1243		
hoch1237		
nucl1761		
chin1283	Sign Languages	initial
hong1241	Sign Languages	initial
dgsi1234		
germ1281	Sign Languages	initial
isra1236	Sign Languages	initial
swis1240		
douz1234		
guat1249		
haus1246		
indo1331		
indo1332		
indi1237	Sign Languages	initial
paki1242	Sign Languages	initial
nepa1250		
isya1234		
isya1235		
jsli1234		
japa1238	Sign Languages	initial
kore1273	Sign Languages	initial
taiw1241	Sign Languages	initial
keny1241	Sign Languages	initial
kurd1260		
lang1335		
lsfi1234		
alge1235		
asli1244		
amer1258		
amer1248	Sign Languages	initial
hait1245		
jama1263		
trin1277		
burk1234		
cost1251		
chir1296		
cost1249		
hond1239		
pana1308		
domi1236		
ethi1238		
gamb1259		
ghan1235		
guin1250		
mala1548		
indo1333		
indo1291		
yogy1234		
mala1412		
sela1253		
moro1242		
nige1259		
chad1238		
nige1240		
phil1239		
puer1237		
queb1245	Sign Languages	initial
sier1246		
thai1240	Sign Languages	initial
ugan1244		
rwan1246		
ugan1238	Sign Languages	initial
west2886		
boli1236		
colo1249		
ecua1243		
peru1236		
inma1234		
peru1235		
aust1252		
braz1236	Sign Languages	initial
cata1287		
cata1241		
vale1251		
cent2306		
bulg1240		
czec1253		
hung1263		
roma1324		
slov1263		
dutc1259		
belg1242		
lang1248		
vlaa1235	Sign Languages	initial
dutc1253	Sign Languages	initial
fren1243	Sign Languages	initial
gree1271	Sign Languages	initial
hawa1235		
iris1235	Sign Languages	initial
ital1288		
ital1275	Sign Languages	initial
swis1235		
tuni1249		
latv1245		
mexi1237		
poli1259		
swis1241		
west2993		
dani1289		
dani1246		
icel1236	Sign Languages	initial
norw1261		
mada1271		
norw1255	Sign Languages	initial
yugo1239		
croa1242		
yugo1238		
mala1549		
malt1238		
maur1240		
moza1235		
myan1234		
mand1477		
yang1309		
nica1238		
oldc1249		
haip1238		
oldc1250		
chia1237		
oldb1247		
pena1248		
pers1244		
russ1270		
esto1238		
nucl1824		
geor1254		
lith1236		
mold1243		
mong1264		
russ1255	Sign Languages	initial
ukra1235		
salv1237		
span1269		
span1263	Sign Languages	initial
vene1237		
sril1237		
swed1257		
finn1319		
finl1235		
finn1310	Sign Languages	initial
port1277	Sign Languages	initial
swed1236	Sign Languages	initial
tanz1238	Sign Languages	initial
tibe1277		
turk1288	Sign Languages	initial
unun9986		
cuba1235		
guya1253		
zamb1239		
zimb1247		
fami1234		
berb1261		
pidg1253		
inte1259	Sign Languages	initial
vill1244		
adam1238	Sign Languages	initial
alba1273		
alip1234		
alsa1242		
amam1247		
anga1315		
arab1399		
bank1251		
beng1239	Sign Languages	initial
brib1244		
brun1247		
bura1295		
cena1234		
cent2319		
chat1269		
dadh1234		
doue1234		
einm1234		
enga1253		
extr1248		
fnqi1234		
fren1280		
ghan1245		
ghar1240		
guin1260		
ibok1234		
inui1247		
jama1256		
jhan1234		
juml1239		
kafr1234		
kail1256		
kaja1257		
kere1299		
lang1336		
ling1271		
ling1272		
ling1273		
macu1262		
maga1273		
mara1418		
mard1245		
mart1251		
maun1242		
mave1234		
maxa1248		
mbou1245		
meem1234		
meem1235		
yuca1236		
mehe1245		
miri1273		
miya1268		
mofu1251		
moun1255		
nana1261		
neba1243		
nuev1238		
oldk1238		
orig1234		
papi1256		
prov1248		
oldc1248		
prov1243		
qahv1234		
saot1241		
seyc1234		
sina1273		
sivi1235		
solo1262		
sout3305		
tebu1240		
tere1282		
urub1243	Sign Languages	initial
wani1243		
yoln1234		
yoru1246		
zina1239		
sino1245	isolate	
bodi1256		
bodi1257		
dakp1241		
dakp1242		
dzal1238		
oldm1245		
clas1254		
lada1242		
kenh1234		
chan1309		
lada1244	Bodic	initial
zang1248		
sham1282		
balt1258	Bodic	initial
puri1258	Bodic	initial
tibe1276		
late1253		
cent2346		
sout3216		
dolp1238		
dolp1239		
tich1238		
huml1238		
kyir1235		
gyal1235		
kyer1238	Bodic	initial
nubr1241		
tsum1240		
yolm1234		
hela1238		
kaga1252		
lhom1239	Bodic	initial
must1234		
lowa1242	Bodic	initial
mugo1238		
sher1254		
jire1238		
sher1260		
naab1241		
sher1255	Bodic	initial
walu1241		
tibe1272	Bodic	initial
east2771		
baim1244		
chon1285		
hbru1241		
zhon1235		
kham1299		
kham1282	Bodic	initial
sder1236		
laha1255		
bhot1235		
spit1239		
jadd1243	Bodic	initial
spit1240	Bodic	initial
stod1241	Bodic	initial
sout3217		
brok1248		
brok1249		
dzon1238		
choc1275		
grom1238		
nucl1307		
dzon1239		
laya1253		
luna1243		
sikk1242	Bodic	initial
lakh1240		
uncl1513		
kham1283		
nort3398		
amdo1237	Bodic	initial
dong1304		
gser1236		
phob1238		
chal1266		
bumt1238		
bumt1240		
khen1241		
kurt1248		
chal1267		
nyen1254		
unun9962		
basu1243		
song1316		
kaik1248		
ghal1247		
ghal1246		
kuta1241		
nucl1818		
nort2709		
sout2715		
tama1367		
east2346		
guru1260		
guru1261	Bodic	initial
mana1287		
mana1288	Bodic	initial
narp1239	Bodic	initial
thak1244		
chan1310	Bodic	initial
thak1245	Bodic	initial
nucl1729		
east2347		
west2415		
seke1240	Bodic	initial
kaik1246		
tibe1275		
east2777		
cent2311		
gahr1239	Bodic	initial
rong1264	Bodic	initial
suna1241		
pith1234		
darm1241		
chau1259	Bodic	initial
darm1242		
byan1241	Bodic	initial
zhan1241		
darm1243	Bodic	initial
zhan1239		
rang1266	Bodic	initial
west2868		
kinn1250		
chit1279		
kana1283	Bodic	initial
kinn1249	Bodic	initial
theb1237		
jang1254		
shum1243		
laha1249		
patt1248	Bodic	initial
tina1246	Bodic	initial
tsha1247		
kala1376		
tsha1245	Bodic	initial
brah1260		
bodo1279		
boro1284		
dima1253		
dima1251	Brahmaputran	initial
tipp1238		
kokb1239	Brahmaputran	initial
rian1262		
tipp1239		
usui1238		
tiwa1256		
bodo1280		
bodo1269	Brahmaputran	initial
kach1279	Brahmaputran	initial
tiwa1253		
deor1238	Brahmaputran	initial
garo1247	Brahmaputran	initial
koch1249		
aton1241		
koch1250		
rabh1238		
ruga1238		
jing1259		
jing1260		
kach1280	Brahmaputran	initial
sing1264		
sakk1239		
chak1270		
chak1277		
andr1245		
andr1249		
andr1246		
seng1275		
phay1241		
kado1242		
uncl1508		
burm1262		
tama1328		
kony1246		
kony1247		
chan1313	Brahmaputran	initial
khia1235		
khia1236		
lein1236		
lein1237		
maky1235		
kony1248		
phom1236		
wanc1238		
kony1249		
noct1238	Brahmaputran	initial
tang1379		
mukl1234		
nahe1238		
pont1258		
tase1235		
tikh1243		
tuts1235	Brahmaputran	initial
unun9960		
chai1254		
burm1265		
lolo1265		
burm1266		
nort2720		
hpon1238		
maru1254		
leqi1234		
chas1234		
lash1243		
maru1249	Burmese-Lolo	initial
pela1242		
zaiw1241		
sout3159		
acha1252		
acha1249	Burmese-Lolo	initial
lian1258		
luxi1238		
ngoc1235		
mran1234		
inth1238		
nucl1811		
arak1255		
marm1234	Burmese-Lolo	initial
rakh1245		
nucl1310	Burmese-Lolo	initial
oldb1235		
tavo1242		
taun1248		
lolo1267		
hani1249		
biso1244		
biso1241		
bisu1246	Burmese-Lolo	initial
bisu1244		
laom1237		
pyen1239		
phun1244		
coon1239		
phun1245		
sang1320		
uncl1502		
bant1298		
cauh1234		
hani1250		
bika1252		
biyo1243		
enuu1235		
kadu1253		
mpii1239		
haya1251		
akha1246		
akeu1235		
akha1245	Burmese-Lolo	initial
chep1243		
muda1235		
hani1248	Burmese-Lolo	initial
honi1244		
phan1254		
sila1251		
cosa1234		
sila1247		
jino1236	Burmese-Lolo	initial
buyu1238		
youl1235		
laho1234		
kuco1235		
lahu1252		
lahu1253	Burmese-Lolo	initial
nili1235		
kazh1234		
kats1235		
sadu1234		
sama1295		
lawo1234		
lawu1238		
sout2719		
liso1234		
lipo1243		
lipo1244		
lipo1242		
miqi1235		
lolo1259		
unun9959		
hler1235		
limi1243		
mili1235		
nucl1734		
lisu1252		
lalu1234		
kuan1251		
kuan1252		
kuam1234		
kuan1249		
sona1244		
lalo1240		
ekaa1234		
grea1292		
core1258		
cent2297		
west1506		
xish1235	Burmese-Lolo	initial
dong1286		
uncl1503		
east2696		
xuzh1234		
sout3210		
yang1304		
talu1238		
lisu1250	Burmese-Lolo	initial
tang1372		
unun9958		
lamu1257		
nalu1239		
sama1296		
sout3212		
high1272		
muji1235		
lagh1244		
lagh1245		
thop1235		
core1246		
nucl1309		
bokh1236		
bokh1237		
phum1235		
muzi1235		
nort2715		
nort2716		
sout2722		
qila1235		
thop1236		
moji1238		
phow1235		
anil1235		
anip1235		
labo1243		
hlep1235		
hlep1236		
khlu1235		
khlu1236		
zokh1238		
phuk1235		
niso1234		
nisu1237		
nisu1238		
farn1234		
nucl1833		
nort2717		
east2349		
nort2718		
sout2723		
nyis1235		
nucl1739		
awuu1235		
nasu1236		
nesu1234		
nasu1237		
gepo1234		
same1240		
sani1265		
unun9955		
ayiz1244		
ches1238		
wudi1238	Burmese-Lolo	initial
nesu1235		
wume1235		
wusa1235		
sich1238	Burmese-Lolo	initial
unun9956		
aluo1235		
uncl1517		
ache1244		
rive1256		
down1239		
phup1236		
alug1235		
phup1237		
phup1238		
phup1239		
phuz1235		
upri1239		
phal1256		
phol1236		
alop1235		
phol1237		
sani1266		
azha1235		
sani1267		
sani1269		
sani1275		
axiy1235		
azhe1235		
unun9957		
nisi1238		
nuso1234		
nusu1239	Burmese-Lolo	initial
zauz1238		
phol1235		
mond1269		
kath1251		
mond1268		
maan1239		
mang1429		
maza1306		
muan1234		
munj1248		
mant1265		
mond1267		
ugon1239		
unun9953		
pail1244		
naqi1236		
ersu1242		
ersu1241		
lizu1234		
tosu1234		
guiq1238		
naic1235		
nais1236		
laze1238		
naxi1245	Na-Qiangic	initial
yong1270		
namu1246		
shix1238		
qian1263		
muya1239		
east2351		
west2417		
pumi1242	Na-Qiangic	initial
nort2723		
sout2729		
qian1264	Na-Qiangic	initial
sout2728		
upst1234		
nort2722		
sout3257		
quey1238		
rgya1241		
core1262		
jiar1240		
japh1234		
tsho1240		
zbua1234	Na-Qiangic	initial
situ1238	Na-Qiangic	initial
west2973		
guan1266		
horp1240		
horp1239		
shan1274		
tang1334		
uncl1511		
cham1336		
drag1234		
lamo1245		
zlar1234		
zhab1238		
tuji1244		
nort2732		
sout2739		
dhim1247		
dhim1246	Dhimalic	initial
lhok1238		
toto1302		
gema1234		
miju1243	Kman-Meyor	initial
zakh1243		
gong1251		
hima1249		
lepc1244	Himalayish	initial
maha1306		
kham1285		
chep1244		
bujh1238		
chep1245	Himalayish	initial
dura1244		
kham1286		
gama1251		
parb1234		
east2354		
west2420	Himalayish	initial
shes1236		
maga1261		
east2352	Himalayish	initial
west2418	Himalayish	initial
kira1253		
cent2250		
kham1300		
kulu1252		
chuk1270		
kulu1253	Himalayish	initial
nach1240		
saam1282		
samp1249		
sout2736		
bant1280		
bant1281		
wali1261		
caml1239	Himalayish	initial
dung1252		
puma1239		
east2719		
grea1285		
athp1240		
athp1241	Himalayish	initial
belh1239	Himalayish	initial
chhi1245		
chhu1238		
yakk1236		
uppe1412		
loho1238		
nort2727		
yamp1244		
sout2734		
yamp1242	Himalayish	initial
mewa1252		
east2357		
west2422		
limb1266	Himalayish	initial
west2424		
chau1260		
jeru1240		
wamb1257	Himalayish	initial
nort2730		
bahi1252		
sunw1242		
wayu1241	Himalayish	initial
thul1246	Himalayish	initial
tilu1238		
uppe1413		
dumi1241	Himalayish	initial
khal1275	Himalayish	initial
koii1238		
newa1245		
newa1247		
east2773	Himalayish	initial
newa1246	Himalayish	initial
paha1257		
than1258		
bara1357		
than1259	Himalayish	initial
kare1337		
cent1999		
geba1236		
bwek1238	Karen	initial
geba1237		
kaya1316		
brek1238		
manu1255		
kaya1337		
kaya1317		
east2342	Karen	initial
west2409		
yint1235		
mobw1234		
nort2703		
geko1235		
kaya1315		
yinb1236		
zaye1235		
peri1254		
paok1235		
pwoo1239		
east2341		
pwoe1235	Karen	initial
pwow1235		
nort2704		
phra1235		
pwon1235	Karen	initial
sout1554		
paku1238		
sgaw1244		
sgaw1245	Karen	initial
wewa1238		
khob1235		
bugu1246	Kho-Bwa	initial
meyi1234		
chug1251		
chug1252		
lish1235		
sher1256		
sart1249		
sher1257	Kho-Bwa	initial
puro1234		
sulu1241	Kho-Bwa	initial
west2873		
kuki1245		
anga1312		
anga1286		
anga1244		
anga1287		
anga1288	Angami-Pochuri	initial
chok1243		
khez1235		
naga1397		
maon1238	Angami-Pochuri	initial
poum1236		
oina1234		
poum1235		
poch1242		
nort2725		
poch1243		
reng1253		
sout2732		
sumi1235	Angami-Pochuri	initial
aoic1235		
aona1235	Central Naga	initial
loth1237	Central Naga	initial
sang1321		
wuii1234		
yimc1239		
maku1272		
long1375		
maku1273		
para1302		
yimc1240		
karb1240		
amri1238		
karb1241	Karbic	initial
kuki1246		
cent2330		
cent2005		
laic1236		
fala1242		
bawm1236	Kuki-Chin	initial
bual1235		
fala1243		
haka1240	Kuki-Chin	initial
mizo1244		
darl1242		
hmar1240		
biet1238		
hmar1242		
hmar1241	Kuki-Chin	initial
syri1242		
hran1239		
saka1283		
lush1249	Kuki-Chin	initial
pank1249		
tawr1235		
mara1381		
nucl1757		
laut1236		
mara1382	Kuki-Chin	initial
shen1247		
zyph1238		
sent1260		
zotu1235		
oldk1252		
anal1240		
anal1239		
lamk1238		
cent2411		
aimo1244		
chir1283		
puru1266		
kolh1241		
khar1288		
koir1240		
komi1270		
tara1327		
chot1239		
tara1313	Kuki-Chin	initial
moyo1240		
mons1234		
moyo1238		
rang1267		
sorb1250		
peri1260		
khom1240		
east2779		
khum1248	Kuki-Chin	initial
mroc1235		
reng1255		
nort3179		
siza1239		
gang1271		
gang1266		
vaip1239		
ngaw1239		
simt1238		
siyi1240	Kuki-Chin	initial
zouu1235		
thad1239		
pait1244	Kuki-Chin	initial
ralt1242	Kuki-Chin	initial
tedi1235	Kuki-Chin	initial
thad1238	Kuki-Chin	initial
sout3160		
asho1237		
asho1236	Kuki-Chin	initial
sumt1234		
choi1241		
chin1478		
daai1235		
daai1236		
kaan1248		
munc1235		
ngal1291		
mani1292	Manipuri	initial
tang1335		
mari1415		
khoi1251		
mari1416		
sino1246		
chal1279		
east2902		
kong1298		
nucl1829		
khan1277		
lair1234		
nort3286		
nort3287		
tang1336	Tangkhul-Maring	initial
suan1234		
zeme1241		
inpu1234	Zemeic	initial
mara1379		
nucl1313		
lian1251		
mzie1236		
mzie1235		
zeme1240	Zemeic	initial
rong1266		
than1255		
macr1268		
koro1317		
koro1316		
mila1245	Tani	initial
tani1259		
east2361		
bori1243	Tani	initial
misi1242	Tani	initial
prew1234		
damu1237		
damu1236		
tang1377		
west2797		
apat1240	Tani	initial
boka1249	Tani	initial
suba1255		
bang1372		
naaa1245		
tagi1241		
galo1242	Tani	initial
nyis1236	Tani	initial
macr1275		
baic1239		
nort2724		
sout3254		
cent2004	Macro-Bai	initial
sout2730		
tali1265		
caij1234		
long1422		
long1417		
lure1234		
miji1239		
bang1369		
saja1240		
mish1241		
diga1241	Digaroan	initial
idum1241	Digaroan	initial
mrui1235		
anuu1241		
mruu1242		
nung1293		
guno1235		
drun1238	Nungish	initial
nung1282	Nungish	initial
rawa1265	Nungish	initial
olek1239		
